date_heure_debut,upward_afrr_requested_need,downward_afrr_requested_need,upward_afrr_activated_volume_for_fr,downward_afrr_activated_volume_for_fr,upward_afrr_activated_volume_in_fr,downward_afrr_activated_volume_in_fr
2026-06-07T04:30:00+02:00,0,308,0,281,0,356
2026-06-07T04:15:00+02:00,0,421,0,506,0,506
2026-06-07T04:00:00+02:00,0,714,0,738,0,705
2026-06-07T03:45:00+02:00,0,550,0,497,0,486
2026-06-07T03:30:00+02:00,0,304,0,329,0,325
2026-06-07T03:15:00+02:00,0,289,18,239,0,282
2026-06-07T03:00:00+02:00,100,60,85,214,5,198
2026-06-07T02:45:00+02:00,0,393,0,304,0,372
2026-06-07T02:30:00+02:00,2,223,0,249,0,225
2026-06-07T02:15:00+02:00,135,74,326,34,252,33
2026-06-07T02:00:00+02:00,626,1,467,32,387,24
2026-06-09T01:45:00+02:00,0,752,0,615,0,587
2026-06-09T01:30:00+02:00,91,267,0,173,0,118
2026-06-09T01:15:00+02:00,80,18,1,18,0,11
2026-06-09T01:00:00+02:00,246,3,48,36,27,17
2026-06-09T00:45:00+02:00,3,191,0,252,0,225
2026-06-09T00:30:00+02:00,7,148,0,118,0,107
2026-06-09T00:15:00+02:00,110,50,2,114,0,77
2026-06-09T00:00:00+02:00,340,2,26,29,0,49
2026-06-08T23:45:00+02:00,364,9,25,30,8,19
2026-06-08T23:30:00+02:00,811,0,153,21,92,16
2026-06-08T23:15:00+02:00,91,53,0,79,0,100
2026-06-08T23:00:00+02:00,396,2,43,5,0,34
2026-06-08T22:45:00+02:00,254,11,4,37,0,22
2026-06-08T22:30:00+02:00,1154,0,295,4,181,1
2026-06-08T22:15:00+02:00,1013,0,23,25,6,14
2026-06-08T22:00:00+02:00,721,3,191,34,146,8
2026-06-08T21:45:00+02:00,16,84,0,142,0,121
2026-06-08T21:30:00+02:00,1,258,0,238,0,224
2026-06-08T21:15:00+02:00,25,85,0,78,0,74
2026-06-08T21:00:00+02:00,15,192,0,361,0,302
2026-06-08T20:45:00+02:00,0,455,0,405,0,401
2026-06-08T20:30:00+02:00,9,229,2,225,0,233
2026-06-08T20:15:00+02:00,0,203,4,183,0,254
2026-06-08T20:00:00+02:00,381,4,212,13,149,32
2026-06-08T19:45:00+02:00,460,1,352,0,378,0
2026-06-08T19:30:00+02:00,122,21,103,67,25,32
2026-06-08T19:15:00+02:00,0,422,8,273,4,193
2026-06-08T19:00:00+02:00,14,313,62,162,12,130
2026-06-08T18:45:00+02:00,453,0,254,1,145,0
2026-06-08T18:30:00+02:00,470,0,129,0,96,0
2026-06-08T18:15:00+02:00,68,83,6,119,0,105
2026-06-08T18:00:00+02:00,26,75,1,153,0,151
2026-06-08T17:45:00+02:00,0,432,1,290,0,284
2026-06-08T17:30:00+02:00,0,696,0,284,0,219
2026-06-08T17:15:00+02:00,0,1121,0,709,0,577
2026-06-08T17:00:00+02:00,0,1019,0,867,0,760
2026-06-08T16:45:00+02:00,0,584,0,454,0,556
2026-06-08T16:30:00+02:00,1,265,0,113,0,481
2026-06-08T16:15:00+02:00,14,169,8,59,0,490
2026-06-08T16:00:00+02:00,177,59,152,67,33,172
2026-06-08T15:45:00+02:00,261,0,133,0,43,6
2026-06-08T15:30:00+02:00,103,74,51,51,21,69
2026-06-08T15:15:00+02:00,438,0,145,58,64,91
2026-06-08T15:00:00+02:00,16,155,20,118,0,319
2026-06-08T14:45:00+02:00,56,62,74,37,31,75
2026-06-08T14:30:00+02:00,276,1,30,53,32,44
2026-06-08T14:15:00+02:00,11,180,0,131,0,168
2026-06-08T14:00:00+02:00,314,0,39,15,1,180
2026-06-08T13:45:00+02:00,192,14,32,62,5,60
2026-06-08T13:30:00+02:00,324,0,4,17,2,11
2026-06-08T13:15:00+02:00,572,0,16,3,9,1
2026-06-08T13:00:00+02:00,915,0,41,17,16,11
2026-06-08T12:45:00+02:00,1193,0,573,0,421,0
2026-06-08T12:30:00+02:00,1243,0,496,0,406,0
2026-06-08T12:15:00+02:00,1330,0,357,0,259,0
2026-06-08T12:00:00+02:00,1183,0,34,0,21,0
2026-06-08T11:45:00+02:00,528,0,150,0,108,0
2026-06-08T11:30:00+02:00,509,0,297,10,298,0
2026-06-08T11:15:00+02:00,612,0,98,1,77,0
2026-06-08T11:00:00+02:00,647,0,26,178,20,102
2026-06-08T10:45:00+02:00,2,568,0,495,0,450
2026-06-08T10:30:00+02:00,0,307,5,238,0,303
2026-06-08T10:15:00+02:00,0,650,0,610,0,462
2026-06-08T10:00:00+02:00,0,852,0,617,0,532
2026-06-08T09:45:00+02:00,132,110,37,7,0,189
2026-06-08T09:30:00+02:00,397,0,24,7,0,26
2026-06-08T09:15:00+02:00,662,0,69,4,8,24
2026-06-08T09:00:00+02:00,590,0,298,10,169,45
2026-06-08T08:45:00+02:00,716,0,88,10,25,49
2026-06-08T08:30:00+02:00,1342,0,309,5,222,5
2026-06-08T08:15:00+02:00,913,0,210,9,105,15
2026-06-08T08:00:00+02:00,425,16,65,76,4,108
2026-06-08T07:45:00+02:00,26,73,1,71,0,98
2026-06-08T07:30:00+02:00,0,234,0,322,0,271
2026-06-08T07:15:00+02:00,0,392,0,425,0,374
2026-06-08T07:00:00+02:00,0,509,0,681,0,603
2026-06-08T06:45:00+02:00,0,749,0,637,0,614
2026-06-08T06:30:00+02:00,1,213,0,186,0,169
2026-06-08T06:15:00+02:00,43,45,0,70,0,48
2026-06-08T06:00:00+02:00,121,56,0,88,0,61
2026-06-08T05:45:00+02:00,806,0,3,1,2,1
2026-06-08T05:30:00+02:00,651,0,14,1,3,0
2026-06-08T05:15:00+02:00,541,0,8,8,4,3
2026-06-08T05:00:00+02:00,613,0,16,6,10,3
2026-06-08T04:45:00+02:00,785,0,2,9,2,4
2026-06-08T04:30:00+02:00,824,0,1,5,1,3
2026-06-08T04:15:00+02:00,974,0,116,28,90,13
2026-06-08T04:00:00+02:00,1084,0,176,0,170,0
2026-06-08T03:45:00+02:00,893,0,10,5,6,2
2026-06-08T03:30:00+02:00,954,0,44,4,36,2
2026-06-08T03:15:00+02:00,681,0,80,11,43,7
2026-06-08T03:00:00+02:00,23,357,0,675,0,544
2026-06-08T02:45:00+02:00,0,1859,0,867,0,857
2026-06-08T02:30:00+02:00,0,1588,0,891,0,891
2026-06-08T02:15:00+02:00,0,1594,0,840,0,840
2026-06-08T02:00:00+02:00,0,1029,0,862,0,847
2026-06-10T01:45:00+02:00,698,0,206,0,165,0
2026-06-10T01:30:00+02:00,849,0,82,0,49,0
2026-06-10T01:15:00+02:00,491,0,5,8,1,13
2026-06-10T01:00:00+02:00,783,0,27,32,0,23
2026-06-10T00:45:00+02:00,205,0,178,14,0,27
2026-06-10T00:30:00+02:00,627,1,169,7,146,2
2026-06-10T00:15:00+02:00,757,0,125,11,1,9
2026-06-10T00:00:00+02:00,647,0,153,5,91,5
2026-06-09T23:45:00+02:00,802,0,395,0,228,0
2026-06-09T23:30:00+02:00,892,0,126,10,93,10
2026-06-09T23:15:00+02:00,788,0,236,16,0,26
2026-06-09T23:00:00+02:00,1061,0,516,16,192,2
2026-06-09T22:45:00+02:00,493,0,369,0,22,13
2026-06-09T22:30:00+02:00,911,0,353,1,272,0
2026-06-09T22:15:00+02:00,435,0,65,27,24,11
2026-06-09T22:00:00+02:00,486,7,34,8,0,39
2026-06-09T21:45:00+02:00,0,536,6,707,0,577
2026-06-09T21:30:00+02:00,0,1096,0,859,0,841
2026-06-09T21:15:00+02:00,0,509,0,459,0,440
2026-06-09T21:00:00+02:00,134,196,222,77,13,171
2026-06-09T20:45:00+02:00,199,1,348,72,48,129
2026-06-09T20:30:00+02:00,237,12,215,75,66,119
2026-06-09T20:15:00+02:00,0,301,4,356,0,403
2026-06-09T20:00:00+02:00,40,144,35,149,0,382
2026-06-09T19:45:00+02:00,52,89,26,138,0,362
2026-06-09T19:30:00+02:00,0,489,0,327,0,360
2026-06-09T19:15:00+02:00,0,598,0,428,0,353
2026-06-09T19:00:00+02:00,0,495,0,343,0,248
2026-06-09T18:45:00+02:00,0,589,0,636,0,562
2026-06-09T18:30:00+02:00,0,676,0,707,0,638
2026-06-09T18:15:00+02:00,0,734,0,789,0,750
2026-06-09T18:00:00+02:00,0,957,0,967,0,856
2026-06-09T17:45:00+02:00,0,1175,0,908,0,881
2026-06-09T17:30:00+02:00,87,440,1,373,0,477
2026-06-09T17:15:00+02:00,818,0,108,22,52,31
2026-06-09T17:00:00+02:00,755,0,44,17,16,10
2026-06-09T16:45:00+02:00,291,7,182,49,0,210
2026-06-09T16:30:00+02:00,32,229,54,94,0,583
2026-06-09T16:15:00+02:00,125,5,67,18,0,276
2026-06-09T16:00:00+02:00,180,19,38,168,0,177
2026-06-09T15:45:00+02:00,79,67,27,14,0,322
2026-06-09T15:30:00+02:00,59,67,56,17,0,371
2026-06-09T15:15:00+02:00,32,125,0,183,0,448
2026-06-09T15:00:00+02:00,0,658,0,629,0,658
2026-06-09T14:45:00+02:00,0,519,4,355,0,430
2026-06-09T14:30:00+02:00,11,158,4,106,0,149
2026-06-09T14:15:00+02:00,0,361,0,356,0,349
2026-06-09T14:00:00+02:00,0,448,0,548,0,466
2026-06-09T13:45:00+02:00,0,797,0,756,0,688
2026-06-09T13:30:00+02:00,0,850,0,636,0,405
2026-06-09T13:15:00+02:00,0,761,0,503,0,536
2026-06-09T13:00:00+02:00,0,430,29,248,0,390
2026-06-09T12:45:00+02:00,0,874,0,601,0,463
2026-06-09T12:30:00+02:00,0,588,0,250,0,146
2026-06-09T12:15:00+02:00,0,767,0,345,0,177
2026-06-09T12:00:00+02:00,0,406,0,252,0,269
2026-06-09T11:45:00+02:00,1,257,0,106,0,243
2026-06-09T11:30:00+02:00,61,28,1,103,0,156
2026-06-09T11:15:00+02:00,0,415,9,235,0,272
2026-06-09T11:00:00+02:00,0,1170,0,982,0,761
2026-06-09T10:45:00+02:00,1,354,0,258,0,287
2026-06-09T10:30:00+02:00,17,96,22,42,10,65
2026-06-09T10:15:00+02:00,40,134,35,76,20,50
2026-06-09T10:00:00+02:00,0,1420,0,719,0,615
2026-06-09T09:45:00+02:00,0,950,0,805,0,798
2026-06-09T09:30:00+02:00,0,598,0,440,0,475
2026-06-09T09:15:00+02:00,0,540,0,451,0,429
2026-06-09T09:00:00+02:00,0,393,0,383,0,400
2026-06-09T08:45:00+02:00,11,252,49,189,0,288
2026-06-09T08:30:00+02:00,134,30,38,10,2,20
2026-06-09T08:15:00+02:00,529,0,19,65,5,40
2026-06-09T08:00:00+02:00,870,0,485,0,352,0
2026-06-09T07:45:00+02:00,315,0,156,1,166,0
2026-06-09T07:30:00+02:00,114,30,10,114,6,70
2026-06-09T07:15:00+02:00,0,176,0,232,0,191
2026-06-09T07:00:00+02:00,0,542,0,598,0,540
2026-06-09T06:45:00+02:00,0,260,9,234,12,174
2026-06-09T06:30:00+02:00,83,49,52,64,32,30
2026-06-09T06:15:00+02:00,258,0,77,138,66,0
2026-06-09T06:00:00+02:00,19,246,2,368,0,355
2026-06-09T05:45:00+02:00,3,433,8,297,0,331
2026-06-09T05:30:00+02:00,103,3,39,23,0,38
2026-06-09T05:15:00+02:00,300,0,10,44,6,22
2026-06-09T05:00:00+02:00,384,1,21,60,21,5
2026-06-09T04:45:00+02:00,58,83,0,235,0,83
2026-06-09T04:30:00+02:00,63,8,19,37,0,188
2026-06-09T04:15:00+02:00,209,0,13,17,0,61
2026-06-09T04:00:00+02:00,206,0,7,1,1,1
2026-06-09T03:45:00+02:00,405,0,83,0,8,0
2026-06-09T03:30:00+02:00,374,1,78,19,70,5
2026-06-09T03:15:00+02:00,44,31,29,20,1,19
2026-06-09T03:00:00+02:00,286,0,87,0,18,0
2026-06-09T02:45:00+02:00,284,0,174,0,62,0
2026-06-09T02:30:00+02:00,227,18,7,194,10,89
2026-06-09T02:15:00+02:00,1,230,0,228,0,231
2026-06-09T02:00:00+02:00,0,301,0,502,0,413
