date_heure_debut,total_requested_volume_SA,total_requested_volume_DA,total_activated_volume_SA,total_activated_volume_DA,settlement_price_previous,settlement_price_current,total_volume_submitted_offers,total_volume_filtered_offers
2026-06-14T22:15:00+02:00,,,,,,,4,
2026-06-14T22:30:00+02:00,,,,,,,4,
2026-06-14T22:45:00+02:00,,,,,,,,
2026-06-14T23:00:00+02:00,,,,,,,,
2026-06-14T23:15:00+02:00,,,,,,,4,
2026-06-14T23:30:00+02:00,,,,,,,4,
2026-06-14T23:45:00+02:00,,,,,,,,
2026-06-15T00:00:00+02:00,,,,,,,,
2026-06-15T00:15:00+02:00,,,,,,,5,
2026-06-15T00:30:00+02:00,,,,,,,,
2026-06-15T00:45:00+02:00,,,,,,,,
2026-06-15T01:00:00+02:00,,,,,,,,
2026-06-15T01:15:00+02:00,,,,,,,,
2026-06-15T01:30:00+02:00,,,,,,,6,
2026-06-15T01:45:00+02:00,,,,,,,6,
2026-06-15T02:00:00+02:00,,,,,,,6,
2026-06-15T02:15:00+02:00,,,,,,,,
2026-06-15T02:30:00+02:00,,,,,,,6,
2026-06-15T02:45:00+02:00,,,,,,,,
2026-06-15T03:00:00+02:00,,,,,,,,
2026-06-15T03:15:00+02:00,,,,,,,,
2026-06-15T03:30:00+02:00,,,,,,,,
2026-06-15T03:45:00+02:00,,,,,,,,
2026-06-15T04:00:00+02:00,,,,,,,,
2026-06-15T04:15:00+02:00,,,,,,,,
2026-06-15T04:30:00+02:00,,,,,,,,
2026-06-15T04:45:00+02:00,,,,,,,,
2026-06-15T05:00:00+02:00,,,,,,,,
2026-06-15T05:15:00+02:00,,,,,,,,
2026-06-15T05:30:00+02:00,,,,,,,,
2026-06-15T05:45:00+02:00,,,,,,,,
2026-06-15T06:00:00+02:00,,,,,,,,
2026-06-15T06:15:00+02:00,,,,,,,,
2026-06-15T06:30:00+02:00,,,,,,,,
2026-06-15T06:45:00+02:00,,,,,,,,
2026-06-15T07:00:00+02:00,,,,,,,,
2026-06-15T07:15:00+02:00,,,,,,,,
2026-06-15T07:30:00+02:00,,,,,,,,
2026-06-15T07:45:00+02:00,,,,,,,,
2026-06-15T08:00:00+02:00,,,,,,,,
2026-06-15T08:15:00+02:00,,,,,,,,
2026-06-15T08:30:00+02:00,,,,,,,,
2026-06-15T08:45:00+02:00,,,,,,,,
2026-06-15T09:00:00+02:00,,,,,,,,
2026-06-15T09:15:00+02:00,,,,,,,279,
2026-06-15T09:30:00+02:00,,,,,,,327,
2026-06-15T09:45:00+02:00,,,,,,,,
2026-06-15T10:00:00+02:00,,,,,,,383,
2026-06-15T10:15:00+02:00,,,,,,,414,
2026-06-15T10:30:00+02:00,,,,,,,434,
2026-06-15T10:45:00+02:00,,,,,,,461,
2026-06-15T11:00:00+02:00,,,,,,,,
2026-06-15T11:15:00+02:00,,,,,,,,
2026-06-15T11:30:00+02:00,,,,,,,,
2026-06-15T11:45:00+02:00,,,,,,,,
2026-06-15T12:00:00+02:00,,,,,,,,
2026-06-15T12:15:00+02:00,,,,,,,499,
2026-06-15T12:30:00+02:00,,,,,,,,
2026-06-15T12:45:00+02:00,,,,,,,,
2026-06-15T13:00:00+02:00,,,,,,,555,
2026-06-15T13:15:00+02:00,,,,,,,563,
2026-06-15T13:30:00+02:00,,,,,,,563,
2026-06-15T13:45:00+02:00,,,,,,,,
2026-06-15T14:00:00+02:00,,,,,,,,
2026-06-15T14:15:00+02:00,,,,,,,,
2026-06-15T14:30:00+02:00,,,,,,,557,
2026-06-15T14:45:00+02:00,,,,,,,,
2026-06-15T15:00:00+02:00,,,,,,,550,
2026-06-15T15:15:00+02:00,,,,,,,,
2026-06-15T15:30:00+02:00,,,,,,,,
2026-06-15T15:45:00+02:00,,,,,,,525,
2026-06-15T16:00:00+02:00,,,,,,,511,
2026-06-15T16:15:00+02:00,,,,,,,,
2026-06-15T16:30:00+02:00,,,,,,,,
2026-06-15T16:45:00+02:00,,,,,,,453,
2026-06-15T17:00:00+02:00,,,,,,,427,
2026-06-15T17:15:00+02:00,,,,,,,,
2026-06-15T17:30:00+02:00,,,,,,,,
2026-06-15T17:45:00+02:00,,,,,,,349,
2026-06-15T18:00:00+02:00,,,,,,,,
2026-06-15T18:15:00+02:00,,,,,,,285,
2026-06-15T18:30:00+02:00,,,,,,,,
2026-06-15T18:45:00+02:00,,,,,,,222,
2026-06-15T19:00:00+02:00,,,,,,,,
2026-06-15T19:15:00+02:00,,,,,,,,
2026-06-15T19:30:00+02:00,,,,,,,,
2026-06-15T19:45:00+02:00,,,,,,,,
2026-06-15T20:00:00+02:00,,,,,,,,
2026-06-15T20:15:00+02:00,,,,,,,,
2026-06-15T20:30:00+02:00,,,,,,,47,
2026-06-15T20:45:00+02:00,,,,,,,,
2026-06-15T21:00:00+02:00,,,,,,,,
2026-06-15T21:15:00+02:00,,,,,,,2,
2026-06-15T21:30:00+02:00,,,,,,,,
2026-06-15T21:45:00+02:00,,,,,,,2,
2026-06-15T22:00:00+02:00,,,,,,,2,
2026-06-15T22:15:00+02:00,,,,,,,3,
2026-06-15T22:30:00+02:00,,,,,,,3,
2026-06-15T22:45:00+02:00,,,,,,,,
2026-06-15T23:00:00+02:00,,,,,,,,
2026-06-15T23:15:00+02:00,,,,,,,6,
2026-06-15T23:30:00+02:00,,,,,,,6,
2026-06-15T23:45:00+02:00,,,,,,,,
2026-06-16T00:00:00+02:00,,,,,,,,
2026-06-16T00:15:00+02:00,,,,,,,6,
2026-06-16T00:30:00+02:00,,,,,,,,
2026-06-16T00:45:00+02:00,,,,,,,,
2026-06-16T01:00:00+02:00,,,,,,,,
2026-06-16T01:15:00+02:00,,,,,,,5,
2026-06-16T01:30:00+02:00,,,,,,,5,
2026-06-16T01:45:00+02:00,,,,,,,5,
2026-06-16T02:00:00+02:00,,,,,,,5,
2026-06-16T02:15:00+02:00,,,,,,,,
2026-06-16T02:30:00+02:00,,,,,,,4,
2026-06-16T02:45:00+02:00,,,,,,,,
2026-06-16T03:00:00+02:00,,,,,,,4,
2026-06-16T03:15:00+02:00,,,,,,,,
2026-06-16T03:30:00+02:00,,,,,,,4,
2026-06-16T03:45:00+02:00,,,,,,,,
2026-06-16T04:00:00+02:00,,,,,,,,
2026-06-16T04:15:00+02:00,,,,,,,4,
2026-06-16T04:30:00+02:00,,,,,,,,
2026-06-16T04:45:00+02:00,,,,,,,4,
2026-06-16T05:00:00+02:00,,,,,,,5,
2026-06-16T05:15:00+02:00,,,,,,,,
2026-06-16T05:30:00+02:00,,,,,,,,
2026-06-16T05:45:00+02:00,,,,,,,4,
2026-06-16T06:00:00+02:00,,,,,,,4,
2026-06-16T06:15:00+02:00,,,,,,,,
2026-06-16T06:30:00+02:00,,,,,,,,
2026-06-16T06:45:00+02:00,,,,,,,6,
2026-06-16T07:00:00+02:00,,,,,,,31,
2026-06-16T07:15:00+02:00,,,,,,,,
2026-06-16T07:30:00+02:00,,,,,,,,
2026-06-16T07:45:00+02:00,,,,,,,,
2026-06-16T08:00:00+02:00,,,,,,,238,
2026-06-16T08:15:00+02:00,,,,,,,,
2026-06-16T08:30:00+02:00,,,,,,,156,
2026-06-16T08:45:00+02:00,,,,,,,,
2026-06-16T09:00:00+02:00,,,,,,,,
2026-06-16T09:15:00+02:00,,,,,,,228,
2026-06-16T09:30:00+02:00,,,,,,,270,
2026-06-16T09:45:00+02:00,,,,,,,,
2026-06-16T10:00:00+02:00,,,,,,,323,
2026-06-16T10:15:00+02:00,,,,,,,348,
2026-06-16T10:30:00+02:00,,,,,,,374,
2026-06-16T10:45:00+02:00,,,,,,,392,
2026-06-16T11:00:00+02:00,,,,,,,,
2026-06-16T11:15:00+02:00,,,,,,,432,
2026-06-16T11:30:00+02:00,,,,,,,,
2026-06-16T11:45:00+02:00,,,,,,,459,
2026-06-16T12:00:00+02:00,,,,,,,374,
2026-06-16T12:15:00+02:00,,,,,,,382,
2026-06-16T12:30:00+02:00,,,,,,,,
2026-06-16T12:45:00+02:00,,,,,,,432,
2026-06-16T13:00:00+02:00,,,,,,,441,
2026-06-16T13:15:00+02:00,,,,,,,,
2026-06-16T13:30:00+02:00,447,,148.99,,,,447,
2026-06-16T13:45:00+02:00,449,,148.98,,,,449,
2026-06-16T14:00:00+02:00,,,,,,,,
2026-06-16T14:15:00+02:00,,,,,,,,
2026-06-16T14:30:00+02:00,452,,152,,,,452,
2026-06-16T14:45:00+02:00,,,,,,,,
2026-06-16T15:00:00+02:00,,,,,,,,
2026-06-16T15:15:00+02:00,,,,,,,,
2026-06-16T15:30:00+02:00,,,,,,,,
2026-06-16T15:45:00+02:00,,,,,,,461,
2026-06-16T16:00:00+02:00,,,,,,,,
2026-06-16T16:15:00+02:00,,,,,,,,
2026-06-16T16:30:00+02:00,,,,,,,453,
2026-06-16T16:45:00+02:00,,,,,,,434,
2026-06-16T17:00:00+02:00,,,,,,,417,
2026-06-16T17:15:00+02:00,,,,,,,,
2026-06-16T17:30:00+02:00,,,,,,,,
2026-06-16T17:45:00+02:00,,,,,,,,
2026-06-16T18:00:00+02:00,,,,,,,,
2026-06-16T18:15:00+02:00,,,,,,,293,
2026-06-16T18:30:00+02:00,,,,,,,,
2026-06-16T18:45:00+02:00,,,,,,,233,
2026-06-16T19:00:00+02:00,,,,,,,,
2026-06-16T19:15:00+02:00,,,,,,,172,
2026-06-16T19:30:00+02:00,,,,,,,117,
2026-06-16T19:45:00+02:00,,,,,,,,
2026-06-16T20:00:00+02:00,,,,,,,,
2026-06-16T20:15:00+02:00,,,,,,,,
2026-06-16T20:30:00+02:00,,,,,,,49,
2026-06-16T20:45:00+02:00,,,,,,,,
2026-06-16T21:00:00+02:00,,,,,,,,
2026-06-16T21:15:00+02:00,,,,,,,4,
2026-06-16T21:30:00+02:00,,,,,,,3,
2026-06-16T21:45:00+02:00,,,,,,,3,
2026-06-16T22:00:00+02:00,,,,,,,3,
2026-06-16T22:15:00+02:00,,,,,,,3,
2026-06-16T22:30:00+02:00,,,,,,,3,
2026-06-16T22:45:00+02:00,,,,,,,,
2026-06-16T23:00:00+02:00,,,,,,,,
2026-06-16T23:15:00+02:00,,,,,,,2,
2026-06-16T23:30:00+02:00,,,,,,,2,
2026-06-16T23:45:00+02:00,,,,,,,,
2026-06-17T00:00:00+02:00,,,,,,,,
2026-06-17T00:15:00+02:00,,,,,,,,
2026-06-17T00:30:00+02:00,,,,,,,,
2026-06-17T00:45:00+02:00,,,,,,,,
2026-06-17T01:00:00+02:00,,,,,,,,
2026-06-17T01:15:00+02:00,,,,,,,,
2026-06-17T01:30:00+02:00,,,,,,,,
2026-06-17T01:45:00+02:00,,,,,,,,
2026-06-17T02:00:00+02:00,,,,,,,,
2026-06-17T02:15:00+02:00,,,,,,,,
2026-06-17T02:30:00+02:00,,,,,,,,
2026-06-17T02:45:00+02:00,,,,,,,,
2026-06-17T03:00:00+02:00,,,,,,,,
2026-06-17T03:15:00+02:00,,,,,,,,
2026-06-17T03:30:00+02:00,,,,,,,,
2026-06-17T03:45:00+02:00,,,,,,,,
2026-06-17T04:00:00+02:00,,,,,,,,
2026-06-17T04:15:00+02:00,,,,,,,,
2026-06-17T04:30:00+02:00,,,,,,,,
2026-06-17T04:45:00+02:00,,,,,,,,
2026-06-17T05:00:00+02:00,,,,,,,,
2026-06-17T05:15:00+02:00,,,,,,,,
2026-06-17T05:30:00+02:00,,,,,,,,
2026-06-17T05:45:00+02:00,,,,,,,,
2026-06-17T06:00:00+02:00,,,,,,,,
2026-06-17T06:15:00+02:00,,,,,,,,
2026-06-17T06:30:00+02:00,,,,,,,,
2026-06-17T06:45:00+02:00,,,,,,,,
2026-06-17T07:00:00+02:00,,,,,,,,
2026-06-17T07:15:00+02:00,,,,,,,,
2026-06-17T07:30:00+02:00,,,,,,,,
2026-06-17T07:45:00+02:00,,,,,,,,
2026-06-17T08:00:00+02:00,,,,,,,,
2026-06-17T08:15:00+02:00,,,,,,,,
2026-06-17T08:30:00+02:00,,,,,,,,
2026-06-17T08:45:00+02:00,,,,,,,,
2026-06-17T09:00:00+02:00,,,,,,,,
2026-06-17T09:15:00+02:00,,,,,,,221,
2026-06-17T09:30:00+02:00,,,,,,,278,
2026-06-17T09:45:00+02:00,90,,,,,,90,
2026-06-17T10:00:00+02:00,,,,,,,336,
2026-06-17T10:15:00+02:00,,,,,,,420,
2026-06-17T10:30:00+02:00,,,,,,,448,
2026-06-17T10:45:00+02:00,476,,176.02,,,,476,
2026-06-17T11:00:00+02:00,,,,,,,,
2026-06-17T11:15:00+02:00,300,,,,,,509,
2026-06-17T11:30:00+02:00,,,,,,,,
2026-06-17T11:45:00+02:00,500,,199.99,,,,550,
2026-06-17T12:00:00+02:00,483,,183.01,,,,483,
2026-06-17T12:15:00+02:00,,,,,,,490,
2026-06-17T12:30:00+02:00,,,,,,,,
2026-06-17T12:45:00+02:00,,,,,,,577,
2026-06-17T13:00:00+02:00,,,,,,,582,
2026-06-17T13:15:00+02:00,,,,,,,,
2026-06-17T13:30:00+02:00,,,,,,,589,
2026-06-17T13:45:00+02:00,,,,,,,590,
2026-06-17T14:00:00+02:00,,,,,,,,
2026-06-17T14:15:00+02:00,,,,,,,,
2026-06-17T14:30:00+02:00,,,,,,,584,
2026-06-17T14:45:00+02:00,,,,,,,,
2026-06-17T15:00:00+02:00,,,,,,,,
2026-06-17T15:15:00+02:00,,,,,,,,
2026-06-17T15:30:00+02:00,,,,,,,,
2026-06-17T15:45:00+02:00,,,,,,,539,
2026-06-17T16:00:00+02:00,,,,,,,,
2026-06-17T16:15:00+02:00,,,,,,,,
2026-06-17T16:30:00+02:00,,,,,,,482,
2026-06-17T16:45:00+02:00,,,,,,,464,
2026-06-17T17:00:00+02:00,,,,,,,440,
2026-06-17T17:15:00+02:00,,,,,,,,
2026-06-17T17:30:00+02:00,,,,,,,,
2026-06-17T17:45:00+02:00,,,,,,,,
2026-06-17T18:00:00+02:00,,,,,,,,
2026-06-17T18:15:00+02:00,,,,,,,297,
2026-06-17T18:30:00+02:00,,,,,,,,
2026-06-17T18:45:00+02:00,,,,,,,363,
2026-06-17T19:00:00+02:00,,,,,,,,
2026-06-17T19:15:00+02:00,,,,,,,639,206
2026-06-17T19:30:00+02:00,,,,,,,579,
2026-06-17T19:45:00+02:00,,,,,,,,
2026-06-17T20:00:00+02:00,,,,,,,,
2026-06-17T20:15:00+02:00,,,,,,,,
2026-06-17T20:30:00+02:00,,,,,,,,
2026-06-17T20:45:00+02:00,,,,,,,,
2026-06-17T21:00:00+02:00,,,,,,,,
2026-06-17T21:15:00+02:00,474,,24,,,,474,
2026-06-17T21:30:00+02:00,474,,174,,,,474,
2026-06-17T21:45:00+02:00,474,,124,,,,474,
2026-06-17T22:00:00+02:00,261,,,,,,261,
2026-06-17T22:15:00+02:00,261,,,,,,261,
2026-06-17T22:30:00+02:00,,,,,,,,
2026-06-17T22:45:00+02:00,,,,,,,,
2026-06-17T23:00:00+02:00,,,,,,,,
2026-06-17T23:15:00+02:00,,,,,,,,
2026-06-17T23:30:00+02:00,,,,,,,,
2026-06-17T23:45:00+02:00,,,,,,,,
2026-06-18T00:00:00+02:00,,,,,,,,
2026-06-18T00:15:00+02:00,,,,,,,,
2026-06-18T00:30:00+02:00,,,,,,,,
2026-06-18T00:45:00+02:00,,,,,,,,
2026-06-18T01:00:00+02:00,,,,,,,,
2026-06-18T01:15:00+02:00,,,,,,,,
2026-06-18T01:30:00+02:00,,,,,,,,
2026-06-18T01:45:00+02:00,,,,,,,,
2026-06-18T02:00:00+02:00,,,,,,,,
2026-06-18T02:15:00+02:00,,,,,,,,
2026-06-18T02:30:00+02:00,,,,,,,,
2026-06-18T02:45:00+02:00,,,,,,,,
2026-06-18T03:00:00+02:00,,,,,,,,
2026-06-18T03:15:00+02:00,,,,,,,,
2026-06-18T03:30:00+02:00,,,,,,,,
2026-06-18T03:45:00+02:00,,,,,,,,
2026-06-18T04:00:00+02:00,,,,,,,,
2026-06-18T04:15:00+02:00,,,,,,,,
2026-06-18T04:30:00+02:00,,,,,,,,
2026-06-18T04:45:00+02:00,,,,,,,,
2026-06-18T05:00:00+02:00,,,,,,,,
2026-06-18T05:15:00+02:00,,,,,,,,
2026-06-18T05:30:00+02:00,,,,,,,,
2026-06-18T05:45:00+02:00,,,,,,,,
2026-06-18T06:00:00+02:00,,,,,,,,
2026-06-18T06:15:00+02:00,,,,,,,,
2026-06-18T06:30:00+02:00,,,,,,,,
2026-06-18T06:45:00+02:00,,,,,,,,
2026-06-18T07:00:00+02:00,,,,,,,,
2026-06-18T07:15:00+02:00,,,,,,,,
2026-06-18T07:30:00+02:00,,,,,,,552,
2026-06-18T07:45:00+02:00,,,,,,,,
2026-06-18T08:00:00+02:00,,,,,,,607,
2026-06-18T08:15:00+02:00,,,,,,,,
2026-06-18T08:30:00+02:00,,,,,,,690,
2026-06-18T08:45:00+02:00,,,,,,,,
2026-06-18T09:00:00+02:00,,,,,,,,
2026-06-18T09:15:00+02:00,,,,,,,260,
2026-06-18T09:30:00+02:00,,,,,,,321,
2026-06-18T09:45:00+02:00,,,,,,,,
2026-06-18T10:00:00+02:00,,,,,,,388,
2026-06-18T10:15:00+02:00,,,,,,,414,
2026-06-18T10:30:00+02:00,,,,,,,433,
2026-06-18T10:45:00+02:00,,,,,,,458,
2026-06-18T11:00:00+02:00,479,,179,,,,479,
2026-06-18T11:15:00+02:00,200,,,,,,500,
2026-06-18T11:30:00+02:00,,,,,,,,
2026-06-18T11:45:00+02:00,,,,,,,,
2026-06-18T12:00:00+02:00,,,,,,,473,
2026-06-18T12:15:00+02:00,,,,,,,,
2026-06-18T12:30:00+02:00,,,,,,,,
2026-06-18T12:45:00+02:00,,,,,,,566,
2026-06-18T13:00:00+02:00,,,,,,,568,
2026-06-18T13:15:00+02:00,,,,,,,,
2026-06-18T13:30:00+02:00,,,,,,,569,
2026-06-18T13:45:00+02:00,,,,,,,568,
2026-06-18T14:00:00+02:00,,,,,,,,
2026-06-18T14:15:00+02:00,,,,,,,,
2026-06-18T14:30:00+02:00,,,,,,,563,
2026-06-18T14:45:00+02:00,,,,,,,,
2026-06-18T15:00:00+02:00,,,,,,,,
2026-06-18T15:15:00+02:00,,,,,,,,
2026-06-18T15:30:00+02:00,,,,,,,,
2026-06-18T15:45:00+02:00,,,,,,,513,
2026-06-18T16:00:00+02:00,,,,,,,,
2026-06-18T16:15:00+02:00,,,,,,,,
2026-06-18T16:30:00+02:00,,,,,,,453,
2026-06-18T16:45:00+02:00,,,,,,,428,
2026-06-18T17:00:00+02:00,,,,,,,409,
2026-06-18T17:15:00+02:00,,,,,,,,
2026-06-18T17:30:00+02:00,,,,,,,,
2026-06-18T17:45:00+02:00,,,,,,,,
2026-06-18T18:00:00+02:00,,,,,,,,
2026-06-18T18:15:00+02:00,,,,,,,268,
2026-06-18T18:30:00+02:00,,,,,,,,
2026-06-18T18:45:00+02:00,,,,,,,213,
2026-06-18T19:00:00+02:00,,,,,,,,
2026-06-18T19:15:00+02:00,,,,,,,163,
2026-06-18T19:30:00+02:00,,,,,,,108,
2026-06-18T19:45:00+02:00,,,,,,,,
2026-06-18T20:00:00+02:00,,,,,,,,
2026-06-18T20:15:00+02:00,,,,,,,,
2026-06-18T20:30:00+02:00,,,,,,,,
2026-06-18T20:45:00+02:00,,,,,,,,
2026-06-18T21:00:00+02:00,,,,,,,,
2026-06-18T21:15:00+02:00,,,,,,,4,
2026-06-18T21:30:00+02:00,,,,,,,4,
2026-06-18T21:45:00+02:00,,,,,,,3,
2026-06-18T22:00:00+02:00,,,,,,,2,
2026-06-18T22:15:00+02:00,,,,,,,2,
2026-06-18T22:30:00+02:00,,,,,,,2,
2026-06-18T22:45:00+02:00,,,,,,,,
2026-06-18T23:00:00+02:00,,,,,,,,
2026-06-18T23:15:00+02:00,,,,,,,3,
2026-06-18T23:30:00+02:00,,,,,,,3,
2026-06-18T23:45:00+02:00,,,,,,,3,
2026-06-19T00:00:00+02:00,,,,,,,,
2026-06-19T00:15:00+02:00,,,,,,,3,
2026-06-19T00:30:00+02:00,,,,,,,,
2026-06-19T00:45:00+02:00,,,,,,,,
2026-06-19T01:00:00+02:00,,,,,,,,
2026-06-19T01:15:00+02:00,,,,,,,3,
2026-06-19T01:30:00+02:00,,,,,,,3,
2026-06-19T01:45:00+02:00,,,,,,,3,
2026-06-19T02:00:00+02:00,,,,,,,3,
2026-06-19T02:15:00+02:00,,,,,,,,
2026-06-19T02:30:00+02:00,,,,,,,4,
2026-06-19T02:45:00+02:00,,,,,,,,
2026-06-19T03:00:00+02:00,,,,,,,6,
2026-06-19T03:15:00+02:00,,,,,,,,
2026-06-19T03:30:00+02:00,,,,,,,8,
2026-06-19T03:45:00+02:00,,,,,,,,
2026-06-19T04:00:00+02:00,,,,,,,,
2026-06-19T04:15:00+02:00,,,,,,,8,
2026-06-19T04:30:00+02:00,,,,,,,,
2026-06-19T04:45:00+02:00,,,,,,,8,
2026-06-19T05:00:00+02:00,,,,,,,8,
2026-06-19T05:15:00+02:00,,,,,,,,
2026-06-19T05:30:00+02:00,,,,,,,,
2026-06-19T05:45:00+02:00,,,,,,,9,
2026-06-19T06:00:00+02:00,,,,,,,9,
2026-06-19T06:15:00+02:00,,,,,,,,
2026-06-19T06:30:00+02:00,,,,,,,,
2026-06-19T06:45:00+02:00,,,,,,,13,
2026-06-19T07:00:00+02:00,,,,,,,44,
2026-06-19T07:15:00+02:00,,,,,,,,
2026-06-19T07:30:00+02:00,,,,,,,76,
2026-06-19T07:45:00+02:00,,,,,,,,
2026-06-19T08:00:00+02:00,,,,,,,138,
2026-06-19T08:15:00+02:00,,,,,,,,
2026-06-19T08:30:00+02:00,191,,,,,,191,
2026-06-19T08:45:00+02:00,,,,,,,,
2026-06-19T09:00:00+02:00,,,,,,,,
2026-06-19T09:15:00+02:00,,,,,,,278,
2026-06-19T09:30:00+02:00,,,,,,,341,
2026-06-19T09:45:00+02:00,,,,,,,,
2026-06-19T10:00:00+02:00,406,,106.01,,,,406,
2026-06-19T10:15:00+02:00,433,,133.01,,,,433,
2026-06-19T10:30:00+02:00,463,,166.99,,,,463,
2026-06-19T10:45:00+02:00,477,,177.01,,,,477,
2026-06-19T11:00:00+02:00,,,,,,,,
2026-06-19T11:15:00+02:00,50,,,,,,505,
2026-06-19T11:30:00+02:00,,,,,,,,
2026-06-19T11:45:00+02:00,,,,,,,547,
2026-06-19T12:00:00+02:00,483,,182.99,,,,483,
2026-06-19T12:15:00+02:00,,,,,,,,
2026-06-19T12:30:00+02:00,,,,,,,,
2026-06-19T12:45:00+02:00,350,,49.99,,,,582,
2026-06-19T13:00:00+02:00,500,,199.99,,,,587,
2026-06-19T13:15:00+02:00,,,,,,,,
2026-06-19T13:30:00+02:00,596,,295.98,,,,596,
2026-06-19T13:45:00+02:00,598,,298,,,,598,
2026-06-19T14:00:00+02:00,,,,,,,,
2026-06-19T14:15:00+02:00,,,,,,,,
2026-06-19T14:30:00+02:00,,,,,,,592,
2026-06-19T14:45:00+02:00,,,,,,,,
2026-06-19T15:00:00+02:00,,,,,,,583,
2026-06-19T15:15:00+02:00,,,,,,,,
2026-06-19T15:30:00+02:00,,,,,,,,
2026-06-19T15:45:00+02:00,,,,,,,552,
2026-06-19T16:00:00+02:00,,,,,,,,
2026-06-19T16:15:00+02:00,,,,,,,,
2026-06-19T16:30:00+02:00,,,,,,,494,
2026-06-19T16:45:00+02:00,,,,,,,472,
2026-06-19T17:00:00+02:00,,,,,,,446,
2026-06-19T17:15:00+02:00,,,,,,,,
2026-06-19T17:30:00+02:00,,,,,,,,
2026-06-19T17:45:00+02:00,,,,,,,,
2026-06-19T18:00:00+02:00,,,,,,,,
2026-06-19T18:15:00+02:00,,,,,,,299,
2026-06-19T18:30:00+02:00,,,,,,,,
2026-06-19T18:45:00+02:00,,,,,,,369,
2026-06-19T19:00:00+02:00,,,,,,,,
2026-06-19T19:15:00+02:00,,,,,,,629,
2026-06-19T19:30:00+02:00,,,,,,,573,
2026-06-19T19:45:00+02:00,,,,,,,180,
2026-06-19T20:00:00+02:00,,,,,,,180,
2026-06-19T20:15:00+02:00,,,,,,,180,
2026-06-19T20:30:00+02:00,,,,,,,180,
2026-06-19T20:45:00+02:00,,,,,,,,
2026-06-19T21:00:00+02:00,,,,,,,,
2026-06-19T21:15:00+02:00,,,,,,,465,
2026-06-19T21:30:00+02:00,,,,,,,464,
2026-06-19T21:45:00+02:00,,,,,,,614,
2026-06-19T22:00:00+02:00,,,,,,,628,
2026-06-19T22:15:00+02:00,,,,,,,3,
2026-06-19T22:30:00+02:00,,,,,,,3,
2026-06-19T22:45:00+02:00,,,,,,,,
2026-06-19T23:00:00+02:00,,,,,,,,
2026-06-19T23:15:00+02:00,,,,,,,5,
2026-06-19T23:30:00+02:00,,,,,,,5,
2026-06-19T23:45:00+02:00,,,,,,,,
2026-06-20T00:00:00+02:00,,,,,,,,
2026-06-20T00:15:00+02:00,,,,,,,6,
2026-06-20T00:30:00+02:00,,,,,,,,
2026-06-20T00:45:00+02:00,,,,,,,,
2026-06-20T01:00:00+02:00,,,,,,,,
2026-06-20T01:15:00+02:00,,,,,,,5,
2026-06-20T01:30:00+02:00,,,,,,,4,
2026-06-20T01:45:00+02:00,,,,,,,4,
2026-06-20T02:00:00+02:00,,,,,,,3,
2026-06-20T02:15:00+02:00,,,,,,,,
2026-06-20T02:30:00+02:00,,,,,,,3,
2026-06-20T02:45:00+02:00,,,,,,,,
2026-06-20T03:00:00+02:00,,,,,,,2,
2026-06-20T03:15:00+02:00,,,,,,,,
2026-06-20T03:30:00+02:00,,,,,,,1,
2026-06-20T03:45:00+02:00,,,,,,,,
2026-06-20T04:00:00+02:00,,,,,,,,
2026-06-20T04:15:00+02:00,,,,,,,,
2026-06-20T04:30:00+02:00,,,,,,,,
2026-06-20T04:45:00+02:00,,,,,,,,
2026-06-20T05:00:00+02:00,,,,,,,,
2026-06-20T05:15:00+02:00,,,,,,,,
2026-06-20T05:30:00+02:00,,,,,,,,
2026-06-20T05:45:00+02:00,,,,,,,,
2026-06-20T06:00:00+02:00,,,,,,,,
2026-06-20T06:15:00+02:00,,,,,,,,
2026-06-20T06:30:00+02:00,,,,,,,,
2026-06-20T06:45:00+02:00,,,,,,,4,
2026-06-20T07:00:00+02:00,,,,,,,33,
2026-06-20T07:15:00+02:00,,,,,,,,
2026-06-20T07:30:00+02:00,,,,,,,61,
2026-06-20T07:45:00+02:00,,,,,,,,
2026-06-20T08:00:00+02:00,,,,,,,122,
2026-06-20T08:15:00+02:00,,,,,,,,
2026-06-20T08:30:00+02:00,,,,,,,172,
2026-06-20T08:45:00+02:00,,,,,,,,
2026-06-20T09:00:00+02:00,,,,,,,,
2026-06-20T09:15:00+02:00,,,,,,,253,
2026-06-20T09:30:00+02:00,,,,,,,315,
2026-06-20T09:45:00+02:00,,,,,,,,
2026-06-20T10:00:00+02:00,,,,,,,377,
2026-06-20T10:15:00+02:00,,,,,,,410,
2026-06-20T10:30:00+02:00,,,,,,,433,
2026-06-20T10:45:00+02:00,,,,,,,461,
2026-06-20T11:00:00+02:00,,,,,,,,
2026-06-20T11:15:00+02:00,,,,,,,508,
2026-06-20T11:30:00+02:00,,,,,,,,
2026-06-20T11:45:00+02:00,,,,,,,537,
2026-06-20T12:00:00+02:00,,,,,,,476,
2026-06-20T12:15:00+02:00,,,,,,,486,
2026-06-20T12:30:00+02:00,,,,,,,,
2026-06-20T12:45:00+02:00,,,,,,,573,
2026-06-20T13:00:00+02:00,,,,,,,580,
2026-06-20T13:15:00+02:00,,,,,,,,
2026-06-20T13:30:00+02:00,,,,,,,584,
2026-06-20T13:45:00+02:00,,,,,,,,
2026-06-20T14:00:00+02:00,,,,,,,,
